African
North American : Eastern Woodland : Algonquin : Kickapoo
North American : Eastern Woodland : Algonquin : Menominee
North American : Eastern Woodland : Algonquin : Micmac
North American : Eastern Woodland : Algonquin : Mohegan
North American : Eastern Woodland : Algonquin : Narragansett
North American : Eastern Woodland : Algonquin : Passamaquoddy
North American : Eastern Woodland : Algonquin : Pequot
North American : Eastern Woodland : Algonquin : Wampanoag
North American : Eastern Woodland : Iroquois
North American : Eastern Woodland : Iroquois : Cayuga
North American : Eastern Woodland : Iroquois : Mohawk
North American : Eastern Woodland : Iroquois : Seneca
North American : Eastern Woodland : Mahican : Schaghticoke
North American : Eastern Woodland : non-Native American
North American : Eastern Woodland : non-provenienced Native American
North American : Eastern Woodland : Western Abenaki : Penacook
North American : Eastern Woodland : Winnebago
North American : Great Basin
North American : Great Basin : non-provenienced Native American
North American : Great Basin : Paiute
North American : Great Basin : Shoshone
North American : Great Basin : Ute
North American : Great Basin : Washoe
North American : non-Native American
North American : North American : non-Indian United States
North American : North Pacific Coast
North American : North Pacific Coast : Bella Bella
North American : North Pacific Coast : Bella Coola
North American : North Pacific Coast : Coast Salish : Comox
North American : North Pacific Coast : Coast Salish : Quinault
North American : North Pacific Coast : Coast Salish : S'Klallam
North American : North Pacific Coast : Coast Salish : Skokomish
North American : North Pacific Coast : Coast Salish : Squamish
North American : North Pacific Coast : Haida
North American : North Pacific Coast : Kwakiutl
North American : North Pacific Coast : Makah
North American : North Pacific Coast : non-provenienced Native American
North American : North Pacific Coast : Nootkan
North American : North Pacific Coast : Tlingit
North American : North Pacific Coast : Tlingit : Chilcat (Chilkat)
North American : North Pacific Coast : Tlingit : Yakutat
North American : Plains
North American : Plains : Arapaho
North American : Plains : Blackfeet
North American : Plains : Blackfoot
North American : Plains : Cheyenne
North American : Plains : Comanche
North American : Plains : Cree
North American : Plains : Crow
North American : Plains : Gros Ventre
North American : Plains : Kaw (Kansa)
North American : Plains : Mandan
North American : Plains : non-Native American
North American : Plains : non-provenienced Native American
North American : Plains : Omaha
North American : Plains : Pawnee
North American : Plains : Ponca
North American : Plains : Shawnee
North American : Plains : Sioux
North American : Plains : Sioux : Yankton-Yanktonai
North American : Plains : Tonkawa
North American : Plateau
North American : Plateau : Chilcotin
North American : Plateau : Flathead
North American : Plateau : Interior Salish
North American : Plateau : Interior Salish : Thompson River
North American : Plateau : Klamath
North American : Plateau : Klikitat
North American : Plateau : Kootenai (Kutenai)
North American : Plateau : Lillooet : Fraser River
North American : Plateau : Modoc
North American : Plateau : Nez Perce
North American : Plateau : non-provenienced Native American
North American : Plateau : Okanagan
North American : Plateau : Shuswap
North American : Plateau : Umatilla
North American : Plateau : Warm Springs
North American : Plateau : Wasco
North American : Plateau : Yakama (Yakima)
North American : Southeast
North American : Southeast : Catawba
North American : Southeast : Cherokee
North American : Southeast : Chickasaw
North American : Southeast : Chitimacha
North American : Southeast : Choctaw
North American : Southeast : Creek
North American : Southeast : Creole
North American : Southeast : non-Native American
North American : Southeast : non-provenienced Native American
North American : Southeast : Pamunkey
North American : Southeast : Seminole
North American : Southwest
North American : Southwest : Ancient Pueblo (Anasazi)
North American : Southwest : Apache
North American : Southwest : Apache : Jicarilla
North American : Southwest : Apache : Mescalero
North American : Southwest : Apache : White Mountain
North American : Southwest : Havasupai
North American : Southwest : Hualapai (Walapai)
North American : Southwest : Maricopa
North American : Southwest : Mohave
North American : Southwest : Navaho
North American : Southwest : non-Native American
North American : Southwest : non-provenienced Native American
North American : Southwest : Papago
North American : Southwest : Pima
North American : Southwest : Pueblo
North American : Southwest : Pueblo : Acoma
North American : Southwest : Pueblo : Cochiti
North American : Southwest : Pueblo : Hopi
North American : Southwest : Pueblo : Isleta
North American : Southwest : Pueblo : Jemez
North American : Southwest : Pueblo : Laguna
North American : Southwest : Pueblo : San Felipe
North American : Southwest : Pueblo : San Ildefonso
North American : Southwest : Pueblo : Santa Clara
North American : Southwest : Pueblo : Santo Domingo
North American : Southwest : Pueblo : Taos
North American : Southwest : Pueblo : Tesuque
North American : Southwest : Pueblo : Zia
North American : Southwest : Pueblo : Zuni
North American : Southwest : Quechan (Yuma)
North American : Subarctic
North American : Subarctic : Algonquin
North American : Subarctic : Cree
North American : Subarctic : Innu (Montagnais-Naskapi)
North American : Subarctic : Metis
North American : Subarctic : non-Native American
North American : Subarctic : non-provenienced Native American
North American : Subarctic : Northern Athapaskan
North American : Subarctic : Northern Athapaskan : Ahtna
North American : Subarctic : Northern Athapaskan : Chipewyan
North American : Subarctic : Northern Athapaskan : Deg Hit'an (Ingalik)
North American : Subarctic : Northern Athapaskan : Han
North American : Subarctic : Northern Athapaskan : Kaska
North American : Subarctic : Northern Athapaskan : Kutchin
North American : Subarctic : Northern Athapaskan : Metis
North American : Subarctic : Northern Athapaskan : non-provenienced Native Amerian
North American : Subarctic : Northern Athapaskan : Slave (Slavey)
North American : Subarctic : Northern Athapaskan : Slavey (Slave)
North American : Subarctic : Northern Athapaskan : Tahltan
North American : Subarctic : Northern Athapaskan : Tanaina
North American : Subarctic : Northern Athapaskan : Tanana
North American : unknown
North American : unknown : non-provenienced Native American
North American : Western Arctic : Alutiiq (Pacific Eskimo)
North American : Western Arctic : Eskimo
North American : Western Arctic : Eskimo : Siberian
North American : Western Arctic : Inupiaq (Inupiat Eskimo)
North American : Western Arctic : Unangan (Aleut)
North American : Western Arctic : Unangan (Aleut) : St. Paul Island
North American : Western Arctic : Yup'ik (Eskimo)
Oceanian
Oceanian : Abelam
Oceanian : Abelam/Arapesh
Oceanian : Asmat
Oceanian : Asmat/Mimika
Oceanian : Australia
Oceanian : Dyak
Oceanian : Elema
Oceanian : Hawaii
Oceanian : Iatmul
Oceanian : Inyai Ewa
Oceanian : Kambot
Oceanian : Kanak
Oceanian : Kaniet
Oceanian : Kararau
Oceanian : Keram
Oceanian : Malekula
Oceanian : Maori
Oceanian : Massim
Oceanian : Massim/Trobriands
Oceanian : Melanesia
Oceanian : Mengen
Oceanian : Mengen/Sulka
Oceanian : Micronesia
Oceanian : Mimika
Oceanian : Mitiaro
Oceanian : Monobo
Oceanian : Murik
Oceanian : New Guinea
Oceanian : New Guinea : Damal
Oceanian : New Guinea : Kapauku
Oceanian : New Guinea : Manga
Oceanian : non-Indian United States
Oceanian : Polynesia
Oceanian : Porapora
Oceanian : Purari
Oceanian : Rarotonga/Austral
Oceanian : Sawos
Oceanian : Sawos/Iatmul
Oceanian : Singrin/Kopar
Oceanian : Solomon Islands
Oceanian : Sulka
Oceanian : Telefom
Oceanian : Titajk
Oceanian : Vanuatu
Oceanian : Wapo/Era
Oceanian : Wogamus/Ngala
Oceanian : Wogeo
