Africa,Kenya,Eastern Province,Tharaka District,
Africa,Kenya,Eastern Province,,
Africa,Kenya,Kavirondo District,,
Africa,Kenya,Nairobi Province,Nairobi,
Africa,Kenya,Nairobi Province,,
Africa,Kenya,Narok County,,
Africa,Kenya,North Eastern Province,,
Africa,Kenya,Northern Frontier District,,
Africa,Kenya,Northern Frontier Province,,
Africa,Kenya,Nyanza Province,,
Africa,Kenya,Rift Valley Province,Kajiado District,
Africa,Kenya,Rift Valley Province,Nandi District,
Africa,Kenya,Rift Valley Province,West Suk District,
Africa,Kenya,Rift Valley Province,,
Africa,Kenya,Turkana District,,
Africa,Kenya,Western Province,,
Africa,Kenya,,Baringo County,
Africa,Kenya,,Bungoma County,
Africa,Kenya,,Busia County,
Africa,Kenya,,Elgeyo-Marakwet County,
Africa,Kenya,,Embu County,
Africa,Kenya,,Homa Bay County,
Africa,Kenya,,Isiolo County,
Africa,Kenya,,Kajiado County,
Africa,Kenya,,Kakamega County,
Africa,Kenya,,Kericho County,
Africa,Kenya,,Kiambu County,
Africa,Kenya,,Kilifi County,
Africa,Kenya,,Kisii County,
Africa,Kenya,,Kisumu County,
Africa,Kenya,,Kitui County,
Africa,Kenya,,Kwale County,
Africa,Kenya,,Laikipia County,
Africa,Kenya,,Lamu County,
Africa,Kenya,,Machakos County,
Africa,Kenya,,Makueni County,
Africa,Kenya,,Marsabit County,
Africa,Kenya,,Meru County,
Africa,Kenya,,Mombasa,
Africa,Kenya,,Mombasa County,
Africa,Kenya,,Muranga County,
Africa,Kenya,,Nairobi County,
Africa,Kenya,,Nakuru County,
Africa,Kenya,,Narok County,
Africa,Kenya,,Nyandarua County,
Africa,Kenya,,Nyeri County,
Africa,Kenya,,Samburu County,
Africa,Kenya,,Siaya County,
Africa,Kenya,,Taita-Taveta County,
Africa,Kenya,,Tharaka-Nithi County,
Africa,Kenya,,Trans-Nzoia County,
Africa,Kenya,,Tsavo National Park,
Africa,Kenya,,Turkana County,
Africa,Kenya,,Uasin Gishu County,
Africa,Kenya,,Vihiga County,
Africa,Kenya,,West Pokot County,
Africa,Kenya,,West Suk,
Africa,Kenya,,,
Africa,Lesotho,,Mokhotlong District,
Africa,Lesotho,,,
Africa,Liberia,Nimba County,,
Africa,Liberia,,Grand Bassa County,
Africa,Liberia,,Margibi County,
Africa,Liberia,,Montserrado County,
Africa,Liberia,,Nimba County,
Africa,Liberia,,Sinoe County,
Africa,Liberia,,,
Africa,Libya,Al Jufrah Province,,
Africa,Libya,,,
Africa,Madagascar,Alaotra-Mangoro Region,,
Africa,Madagascar,Amoroni Mania Region,,
Africa,Madagascar,Analamanga Region,,
Africa,Madagascar,Analanjirofo,Maroantsetra,
Africa,Madagascar,Analanjirofo,,
Africa,Madagascar,Analanjirofo Region,,
Africa,Madagascar,Androy Region,,
Africa,Madagascar,Anosy Region,,
Africa,Madagascar,Antananarivo Province,,
Africa,Madagascar,Antsiranana,,
Africa,Madagascar,Antsiranana Province,,
Africa,Madagascar,Atsimo-Andrefana Region,Ampanihy District,
Africa,Madagascar,Atsimo-Andrefana Region,,
Africa,Madagascar,Atsimo-Atsinanana Region,,
Africa,Madagascar,Atsinanana Region,Marolambo District,
Africa,Madagascar,Atsinanana Region,,
Africa,Madagascar,Boeny,Mitsinjo District,
Africa,Madagascar,Boeny,,
Africa,Madagascar,Boeny Region,,
Africa,Madagascar,Diana,,
Africa,Madagascar,Diana Region,Ambanja District,
Africa,Madagascar,Diana Region,,
Africa,Madagascar,Fianarantsoa,,
Africa,Madagascar,Fianarantsoa Province,,
Africa,Madagascar,Haute-Matsiatra Region,,
Africa,Madagascar,Ihorombe Region,,
Africa,Madagascar,Mahajanga Province,,
Africa,Madagascar,Majunga Province,,
Africa,Madagascar,Menabe Region,,
Africa,Madagascar,Sava Region,,
Africa,Madagascar,Toamasina,,
Africa,Madagascar,Toamasina Province,,
Africa,Madagascar,Toliara Province,,
Africa,Madagascar,Tulear Province,Southwestern Region,
Africa,Madagascar,Tulear Province,,
Africa,Madagascar,Vakinankaratra,Betafo,
Africa,Madagascar,Vakinankaratra,,
Africa,Madagascar,Vakinankaratra Region,,
Africa,Madagascar,Vatovavy Region,,
Africa,Madagascar,Vatovavy-Fitovinany Region,,
Africa,Madagascar,,Betsiboka,
Africa,Madagascar,,Maroantsera,
Africa,Madagascar,,Maroantsetra,
Africa,Madagascar,,,
Africa,Malawi,Central Region,Kasungu District,
Africa,Malawi,Central Region,Lilongwe District,
Africa,Malawi,Central Region,,
Africa,Malawi,Northern Region,Chitipa District,
Africa,Malawi,Northern Region,Nkhata Bay District,
Africa,Malawi,Northern Region,,
Africa,Malawi,Nsanje District,,
Africa,Malawi,Southern Region,Blantyre District,
Africa,Malawi,Southern Region,Mangochi District,
Africa,Malawi,Southern Region,Zomba District,
Africa,Malawi,Southern Region,,
Africa,Malawi,,Blantyre District,
Africa,Malawi,,Chikwawa District,
Africa,Malawi,,Zomba District,
Africa,Malawi,,,
Africa,Mali,Kayes,Diako,
Africa,Mali,Kayes,Nioro du Sahel,
Africa,Mali,Kayes,,
Africa,Mali,Tombouctou Region,,
Africa,Mali,,,
Africa,Mauritania,,,
Africa,Mauritius,,,
Africa,Morocco,Beni Mellal-Khenifra Region,Khnifra Province,
Africa,Morocco,Beni Mellal-Khenifra Region,,
Africa,Morocco,Casablanca-Settat Region,,
Africa,Morocco,Dra-Tafilalet,Errachidia,
Africa,Morocco,Dra-Tafilalet,Zagora,
Africa,Morocco,Dra-Tafilalet,,
Africa,Morocco,Draa-Tafilalet Region,,
Africa,Morocco,Errachidia,,
Africa,Morocco,Fs-Mekns,,
Africa,Morocco,Fes-Meknes Region,,
Africa,Morocco,Khouribga Province,,
Africa,Morocco,Marrakech-Safi Region,,
Africa,Morocco,Marrakesh-Safi Region,El Kela des Sraghna Province,
Africa,Morocco,Marrakesh-Safi Region,,
Africa,Morocco,Oriental,Nador,
Africa,Morocco,Oriental,,
Africa,Morocco,Oriental Region,Nador Province,
Africa,Morocco,Oriental Region,,
Africa,Morocco,Rabat-Sale-Kenitra Region,,
Africa,Morocco,Souss-Massa,Tata,
Africa,Morocco,Souss-Massa,,
Africa,Morocco,Souss-Massa Region,,
Africa,Morocco,Tanger-Tetouan-Al Hoceima Region,,
Africa,Morocco,Western Sahara,,
Africa,Morocco,,Mibladen Mining District,
Africa,Morocco,,,
Africa,Mozambique,Cabo Delgado Province,,
Africa,Mozambique,Gaza Province,,
Africa,Mozambique,Inhambane District,,
Africa,Mozambique,Inhambane Province,Inharrime District,
Africa,Mozambique,Inhambane Province,,
Africa,Mozambique,Manica Province,,
Africa,Mozambique,Maputo Capital City,,
Africa,Mozambique,Maputo Province,,
Africa,Mozambique,Sofala Province,Dondo District,
Africa,Mozambique,Sofala Province,,
Africa,Mozambique,Zambezia Province,,
Africa,Mozambique,,,
Africa,Namibia,Caprivi Strip,,
Africa,Namibia,Damaraland Region,,
Africa,Namibia,Erongo,Arandis Constituency,
Africa,Namibia,Erongo,Dures Constituency,
Africa,Namibia,Erongo,Karibib,
Africa,Namibia,Erongo,,
Africa,Namibia,Erongo Region,Brandberg Area,
Africa,Namibia,Erongo Region,Usakos and Omaruru District,
Africa,Namibia,Erongo Region,,
Africa,Namibia,Hardap Region,Gibeon Constituency,
Africa,Namibia,Hardap Region,Western Namaland,
Africa,Namibia,Hardap Region,,
Africa,Namibia,Karas,,
Africa,Namibia,Karas Region,,
Africa,Namibia,Kunene Region,,
Africa,Namibia,Oshikoto Region,,
Africa,Namibia,Otjozondjupa Region,,
Africa,Namibia,,Erongo Mountains,
Africa,Namibia,,Erongo Region,
Africa,Namibia,,Otjiwarongo District,
Africa,Namibia,,Purros,
Africa,Namibia,,,
Africa,Niger,,,
Africa,Nigeria,Benue State,,
Africa,Nigeria,Borno Province,,
Africa,Nigeria,Cross River State,,
Africa,Nigeria,Edo State,,
Africa,Nigeria,Enugu State,,
Africa,Nigeria,Federal Capital Territory,,
Africa,Nigeria,Kaduna State,,
Africa,Nigeria,Katsina,,
Africa,Nigeria,Kwara State,,
Africa,Nigeria,Lagos State,,
Africa,Nigeria,Ogun State,,
Africa,Nigeria,Oyo State,,
Africa,Nigeria,Plateau State,,
Africa,Nigeria,Western State,,
Africa,Nigeria,,Kaduna State,
Africa,Nigeria,,,
Africa,Republic of Benin,,,
Africa,Republic of Chad,,,
Africa,Republic of The Congo,Bouenza,Mfouati,
Africa,Republic of The Congo,Bouenza,,
Africa,Republic of The Congo,Brazzaville Department,,
Africa,Republic of The Congo,Cuvette-Ouest Department,,
Africa,Republic of The Congo,Likouala Department,,
Africa,Republic of The Congo,Pointe-Noire Department,,
Africa,Republic of The Congo,Pool Department,,
Africa,Republic of The Congo,Sangha Department,,
Africa,Republic of The Congo,,,
Africa,Rwanda,Eastern Province,,
Africa,Rwanda,Northern Province,,
Africa,Rwanda,Southern Province,,
Africa,Rwanda,Western Province,,
Africa,Rwanda,,,
Africa,S?o Tom and Pr¡ncipe,S?o Tom Island,,
Africa,S?o Tom and Pr¡ncipe,,,
Africa,Senegal,Dakar Region,,
Africa,Senegal,Saint-Louis Region,,
Africa,Senegal,Tambacounda Region,,
Africa,Senegal,Ziguinchor Region,,
Africa,Senegal,,,
Africa,Sierra Leone,Southern Province,Bonthe District,
Africa,Sierra Leone,Southern Province,,
Africa,Sierra Leone,Western Area Region,,
Africa,Sierra Leone,,,
Africa,Somalia,Galguduud Province,,
Africa,Somalia,Galguduud Region,Dhuusamareeb District,
Africa,Somalia,Galguduud Region,,
Africa,Somalia,Jubbada Hoose Province,,
Africa,Somalia,Sanaag Province,,
Africa,Somalia,Sanaag Region,,
Africa,Somalia,Shabeellaha Hoose Province,,
Africa,Somalia,Togdheer Province,,
Africa,Somalia,Togdheer Region,,
Africa,Somalia,Woqooyi Galbeed Province,,
Africa,Somalia,Woqooyi Galbeed Region,,
Africa,Somalia,,Middle Juba,
Africa,Somalia,,,
Africa,Somaliland,,,
Africa,South Africa,Cape Colony,,
Africa,South Africa,Cape Province,Heidelberg District,
Africa,South Africa,Cape Province,,
Africa,South Africa,Eastern Cape,,
Africa,South Africa,Eastern Cape Province,,
Africa,South Africa,Free State Province,Lejweleputswa,
Africa,South Africa,Free State Province,,
Africa,South Africa,Gauteng,,
Africa,South Africa,Gauteng Province,,
Africa,South Africa,KwaZulu-Natal,,
Africa,South Africa,KwaZulu-Natal Province,Natal,
Africa,South Africa,KwaZulu-Natal Province,,
Africa,South Africa,Limpopo,,
Africa,South Africa,Limpopo Province,Vhembe District,
Africa,South Africa,Limpopo Province,,
Africa,South Africa,Mpumalanga,Ehlanzeni,
Africa,South Africa,Mpumalanga,,
Africa,South Africa,Mpumalanga Province,,
Africa,South Africa,Natal,,
Africa,South Africa,Natal Province,,
Africa,South Africa,North West Province,,
Africa,South Africa,Northern Cape Province,Frances Baard District,
Africa,South Africa,Northern Cape Province,John Taolo Gaetsewe,
Africa,South Africa,Northern Cape Province,Kalahari mangese field,
Africa,South Africa,Northern Cape Province,,
Africa,South Africa,Orange Free State,,
Africa,South Africa,Orange Free State Province,Harrismith District,
Africa,South Africa,Orange Free State Province,,
Africa,South Africa,Prince Edward Islands,,
Africa,South Africa,Transvaal Province,Heidelberg District,
Africa,South Africa,Transvaal Province,,
Africa,South Africa,Western Cape,,
Africa,South Africa,Western Cape Province,Ceres District,
Africa,South Africa,Western Cape Province,,
Africa,South Africa,Zululand,,
Africa,South Africa,,Cape Province,
Africa,South Africa,,,
Africa,South Sudan,Bahr-El-Ghazel,,
Africa,South Sudan,Eastern Equatoria State,,
Africa,South Sudan,Western Equatoria,Tambura County,
Africa,South Sudan,Western Equatoria,,
Africa,South Sudan,Western Equatoria State,,
Africa,South Sudan,,,
Africa,Sudan,Al Qadarif State,,
Africa,Sudan,An-Nil al-Azraq Province,,
Africa,Sudan,Blue Nile State,,
Africa,Sudan,Gezira State,,
Africa,Sudan,Khartoum State,,
Africa,Sudan,Northern Province,,
Africa,Sudan,,Kordofan,
Africa,Sudan,,White Nile,
Africa,Sudan,,,
Africa,Swaziland,Lubombo Region,,
Africa,Swaziland,Manzini Region,,
Africa,Swaziland,,,
Africa,Tanzania,Arusha Province,Ngorongoro,
Africa,Tanzania,Arusha Province,,
Africa,Tanzania,Arusha Region,Longido District,
Africa,Tanzania,Arusha Region,Monduli District,
Africa,Tanzania,Arusha Region,Ngorongoro District,
Africa,Tanzania,Arusha Region,,
Africa,Tanzania,Coast Province,,
Africa,Tanzania,Dar es Salaam Province,,
Africa,Tanzania,Dar es Salaam Region,,
Africa,Tanzania,Dodoma Province,,
Africa,Tanzania,Dodoma Region,Mpwapwa District,
Africa,Tanzania,Dodoma Region,,
Africa,Tanzania,Iringa Province,,
Africa,Tanzania,Iringa Region,Iringa Urban District,
Africa,Tanzania,Iringa Region,,
Africa,Tanzania,Kagera Region,Bukoba Urban District,
Africa,Tanzania,Kagera Region,,
Africa,Tanzania,Kigoma Region,,
Africa,Tanzania,Kilimanjaro Province,,
Africa,Tanzania,Kilimanjaro Region,Mwanga District,
Africa,Tanzania,Kilimanjaro Region,,
Africa,Tanzania,Lindi Province,,
Africa,Tanzania,Lindi Region,,
Africa,Tanzania,Manyara Region,Simanjiro District,
Africa,Tanzania,Manyara Region,,
Africa,Tanzania,Mara Province,,
Africa,Tanzania,Mara Region,,
Africa,Tanzania,Mbeya Province,,
Africa,Tanzania,Mbeya Region,Mbarali District,
Africa,Tanzania,Mbeya Region,Mbeya Urban District,
Africa,Tanzania,Mbeya Region,,
Africa,Tanzania,Morogoro Province,,
Africa,Tanzania,Morogoro Region,Kilosa District,
Africa,Tanzania,Morogoro Region,Morogoro District,
Africa,Tanzania,Morogoro Region,,
Africa,Tanzania,Mtwara Region,Newala District,
Africa,Tanzania,Mtwara Region,,
Africa,Tanzania,Mwanza province,,
Africa,Tanzania,Mwanza Region,Ukerewe District,
Africa,Tanzania,Mwanza Region,,
Africa,Tanzania,Njombe Region,,
Africa,Tanzania,Pwani Region,,
Africa,Tanzania,Rukwa Province,,
Africa,Tanzania,Rukwa Region,,
Africa,Tanzania,Shinyanga Province,,
Africa,Tanzania,Singida Province,,
Africa,Tanzania,Singida Region,,
Africa,Tanzania,Tabora Province,,
Africa,Tanzania,Tanga Province,,
Africa,Tanzania,Tanga Region,Handeni District,
Africa,Tanzania,Tanga Region,Lushoto District,
Africa,Tanzania,Tanga Region,Tanga District,
Africa,Tanzania,Tanga Region,,
Africa,Tanzania,,Morogoro District,
Africa,Tanzania,,,
Africa,Togo,Maritime Region,,
Africa,Togo,Plateaux Region,,
Africa,Togo,,,
Africa,Tunisia,Medenine,,
Africa,Tunisia,,Tataouine Governorate,
Africa,Tunisia,,,
Africa,Uganda,Ankole District,,
Africa,Uganda,Bunyoro District,,
Africa,Uganda,Busoga District,,
Africa,Uganda,Central Region,Buikwe District,
Africa,Uganda,Central Region,Kampala District,
Africa,Uganda,Central Region,Kayunga District,
Africa,Uganda,Central Region,Luweero District,
Africa,Uganda,Central Region,Masaka District,
Africa,Uganda,Central Region,Mpigi District,
Africa,Uganda,Central Region,Mubende District,
Africa,Uganda,Central Region,Nakasongola District,
Africa,Uganda,Central Region,Rakai District,
Africa,Uganda,Central Region,Wakiso District,
Africa,Uganda,Central Region,,
Africa,Uganda,Eastern Region,Busia District,
Africa,Uganda,Eastern Region,Jinja District,
Africa,Uganda,Eastern Region,Tororo District,
Africa,Uganda,Eastern Region,,
Africa,Uganda,Karamoja District,,
Africa,Uganda,Kigezi District,,
Africa,Uganda,Mengo District,,
Africa,Uganda,Northern Region,Nwoya District,
Africa,Uganda,Northern Region,,
Africa,Uganda,Toro District,,
Africa,Uganda,Western Region,Bundibugyo District,
Africa,Uganda,Western Region,Kabale District,
Africa,Uganda,Western Region,Kabarole District,
Africa,Uganda,Western Region,Kanungu District,
Africa,Uganda,Western Region,Kasese District,
Africa,Uganda,Western Region,Masindi District,
Africa,Uganda,Western Region,,
Africa,Uganda,Western Uganda,Kabarole District,
Africa,Uganda,Western Uganda,,
Africa,Uganda,,West Madi County,
Africa,Uganda,,,
Africa,Zaire,Kivu Province,,
Africa,Zaire,Shaba Province,,
Africa,Zaire,,,
Africa,Zambia,Barotse province,,
Africa,Zambia,Barotseland,,
Africa,Zambia,Central District,,
Africa,Zambia,Central Province,Serenje District,
Africa,Zambia,Central Province,,
Africa,Zambia,Copperbelt Province,Chingola District,
Africa,Zambia,Copperbelt Province,Lufwanyama District,
Africa,Zambia,Copperbelt Province,,
Africa,Zambia,Eastern Province,,
Africa,Zambia,Luapala Province,Mansa District,
Africa,Zambia,Luapala Province,,
Africa,Zambia,Luapula Province,,
Africa,Zambia,Lusaka Province,,
Africa,Zambia,Muchinga Province,,
Africa,Zambia,Northern District,,
Africa,Zambia,Northern Province,Mbala District,
Africa,Zambia,Northern Province,,
Africa,Zambia,North-Western Province,Kasempa District,
Africa,Zambia,North-Western Province,Mwinilunga District,
Africa,Zambia,North-Western Province,,
Africa,Zambia,Southern Province,,
Africa,Zambia,Western Province,,
Africa,Zambia,,,
Africa,Zanzibar,,Pemba Islands,
Africa,Zanzibar,,,
Africa,Zimbabwe,Bubi District,,
Africa,Zimbabwe,Bulalimamanowe District,,
Africa,Zimbabwe,Bulawayo Province,,
Africa,Zimbabwe,Chipinga District,,
Africa,Zimbabwe,Darwin District,,
Africa,Zimbabwe,Gwanda District,,
Africa,Zimbabwe,Harare Province,,
Africa,Zimbabwe,Inyanga District,,
Africa,Zimbabwe,Lomagundi District,,
Africa,Zimbabwe,Lupane District,,
Africa,Zimbabwe,Makoni District,,
Africa,Zimbabwe,Manicaland Province,,
Africa,Zimbabwe,Marandellas District,,
Africa,Zimbabwe,Mashonaland Central Province,,
Africa,Zimbabwe,Mashonaland East Province,Marondera District,
Africa,Zimbabwe,Mashonaland East Province,,
Africa,Zimbabwe,Mashonaland West Province,,
Africa,Zimbabwe,Masvingo Province,,
Africa,Zimbabwe,Matabeleland North Province,,
Africa,Zimbabwe,Matabeleland South,,
Africa,Zimbabwe,Matabeleland South Province,,
Africa,Zimbabwe,Matobo District,,
Africa,Zimbabwe,Melsetter District,,
Africa,Zimbabwe,Midlands Province,,
Africa,Zimbabwe,Nyamandhlovu District,,
Africa,Zimbabwe,Nyamanohlovu District,,
Africa,Zimbabwe,Sebungwe District,,
Africa,Zimbabwe,Selukwe District,,
Africa,Zimbabwe,Umtali District,,
Africa,Zimbabwe,Urungwe District,,
Africa,Zimbabwe,Wankie District,,
Africa,Zimbabwe,,,
Africa,,Mozambique,,
Africa,,Somalia,,
Africa,,,East Africa,
Africa,,,,
Antarctica,,British Overseas Territories,,
Antarctica,,Enderby Land,,
Antarctica,,Princess Elizabeth Land,,
Antarctica,,Victoria Land,,
Antarctica,,,,
Asia,Afghanistan,Badakhshan Province,Kuran Wa Munjan,
Asia,Afghanistan,Badakhshan Province,,
Asia,Afghanistan,Bamyan Province,,
Asia,Afghanistan,Farah Province,,
Asia,Afghanistan,Kabul Province,Surobi District,
Asia,Afghanistan,Kabul Province,,
Asia,Afghanistan,Kunar Province,Chapa Dara,
Asia,Afghanistan,Kunar Province,,
Asia,Afghanistan,Nuristan Province,,
Asia,Afghanistan,,,
Asia,Armenia,Kotayk Marz,,
Asia,Armenia,Kotayk Province,,
Asia,Armenia,,,
Asia,Azerbaijan,Zaqatala Rayonu,,
Asia,Azerbaijan,,Nakhchivan Exclave,
Asia,Azerbaijan,,,
Asia,Bahrain,,,
Asia,Bangladesh,Chittagong Division,,
Asia,Bangladesh,Chittagong Hill Tracts District,,
Asia,Bangladesh,Khulna Division,,
Asia,Bangladesh,Rajshahi Division,Rajshahi District,
Asia,Bangladesh,Rajshahi Division,,
Asia,Bangladesh,Rangpur Division,Dinajpur District,
Asia,Bangladesh,Rangpur Division,,
Asia,Bangladesh,Sylhet District,,
Asia,Bangladesh,,Chittagong Hill Tracts District,
Asia,Bangladesh,,,
Asia,Bhutan,,,
Asia,Borneo,,,
Asia,Brunei,Temburong,,
